product_code;active;name;price;vat;unit;category;barcode;producer;currency;other_price;pkwiu;weight;gauge;priority;short_description;description;price_wholesale;price_special;manual_historical_price;manual_historical_price_wholesale;manual_historical_price_special;price_buying;stock;stock_warnlevel;package;availability;delivery;views;"images 1";"images 2";"images 3";"images 4";rank;rank_votes;seo_title;seo_description;seo_keywords;seo_url;booster;producer_code;warehouse_code;length;width;height
D3525P;1;"H.   Wkręt st.D 3,5 x 25/P (1000) (zb.12)";27.22;23%;szt.;"ŚRUBY I WKRĘTY > D wkręt fosfatyzowany do drewna";5904259633499;Starfix;PLN;0.00;25.94.11.0;1.26;;0;"H.   Wkręt st.D 3,5 x 25/P (1000) (zb.12)";"Do łączenia płyt kartonowogipsowych z konstrukcją<br/>DREWNIANĄ.";27.22;27.22;;;;0.00;2148;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/23992.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/23993.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/23994.jpg;;0;0;;;;;;;;0.0000;0.0000;0.0000
D3535P;0;"H.   Wkręt st.D 3,5 x 35/P (1000) (zb.8)";37.56;23%;szt.;"ŚRUBY I WKRĘTY > D wkręt fosfatyzowany do drewna";5904259633505;Starfix;PLN;0.00;25.94.11.0;1.72;;0;"H.   Wkręt st.D 3,5 x 35/P (1000) (zb.8)";"Do łączenia płyt kartonowogipsowych z konstrukcją<br/>DREWNIANĄ.";37.56;37.56;;;;0.00;0;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/23995.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/23996.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/23997.jpg;;0;0;;;;;;;;0.0000;0.0000;0.0000
D3545P;1;"H.   Wkręt st.D 3,5 x 45/P ( 500) (zb.12)";22.64;23%;szt.;"ŚRUBY I WKRĘTY > D wkręt fosfatyzowany do drewna";5904259633512;Starfix;PLN;0.00;25.94.11.0;1.09;;0;"H.   Wkręt st.D 3,5 x 45/P ( 500) (zb.12)";"Do łączenia płyt kartonowogipsowych z konstrukcją<br/>DREWNIANĄ.";22.64;22.64;;;;0.00;672;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/23998.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/23999.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24000.jpg;;0;0;;;;;;;;0.0000;0.0000;0.0000
D3555P;0;"H.   Wkręt st.D 3,5 x 55/P ( 500) (zb.8)";30.18;23%;szt.;"ŚRUBY I WKRĘTY > D wkręt fosfatyzowany do drewna";5904259633529;Starfix;PLN;0.00;25.94.11.0;1.3;;0;"H.   Wkręt st.D 3,5 x 55/P ( 500) (zb.8)";"Do łączenia płyt kartonowogipsowych z konstrukcją<br/>DREWNIANĄ.";30.18;30.18;;;;0.00;0;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24001.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24002.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24003.jpg;;0;0;;;;;;;;0.0000;0.0000;0.0000
D4270P;1;"H.   Wkręt st.D 4,2 x 70/P ( 250) (zb.12)";26.45;23%;szt.;"ŚRUBY I WKRĘTY > D wkręt fosfatyzowany do drewna";5904259633536;Starfix;PLN;0.00;25.94.11.0;1.12;;0;"H.   Wkręt st.D 4,2 x 70/P ( 250) (zb.12)";"Do łączenia płyt kartonowogipsowych z konstrukcją<br/>DREWNIANĄ.";26.45;26.45;;;;0.00;2916;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24004.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24005.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24006.jpg;;0;0;;;;;;;;0.0000;0.0000;0.0000
M3525P;0;"H.   Wkręt st.M 3,5 x 25/P (1000) (zb.12)";27.22;23%;szt.;"ŚRUBY I WKRĘTY > M wkręt fosfatyzowany do metalu";5904259633406;Starfix;PLN;0.00;25.94.11.0;1.3;;0;"H.   Wkręt st.M 3,5 x 25/P (1000) (zb.12)";"Do łączenia płyt kartonowogipsowych z konstrukcją STALOWĄ.";27.22;27.22;;;;0.00;0;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24007.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24008.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24009.jpg;;0;0;;;;;;;;0.0000;0.0000;0.0000
M3535P;1;"H.   Wkręt st.M 3,5 x 35/P (1000) (zb.8)";37.56;23%;szt.;"ŚRUBY I WKRĘTY > M wkręt fosfatyzowany do metalu";5904259633413;Starfix;PLN;0.00;25.94.11.0;1.72;;0;"H.   Wkręt st.M 3,5 x 35/P (1000) (zb.8)";"Do łączenia płyt kartonowogipsowych z konstrukcją STALOWĄ.";37.56;37.56;;;;0.00;2777;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24010.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24011.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24012.jpg;;0;0;;;;;;;;0.0000;0.0000;0.0000
WSW3511CZF200;1;"DSF(F08) Wkręt WSW 3,5x11 CZ/F (200)zb.10";10.76;23%;szt.;"ŚRUBY I WKRĘTY > WSW wkręt samowiercący do blach";5904259637060;Starfix;PLN;0.00;25.94.11.0;0.17;;0;"DSF(F08) Wkręt WSW 3,5x11 CZ/F (200)zb.10";"Do łączenia cienkich blach, max przewiercalność do 1,5 mm grubości.";10.76;10.76;;;;0.00;254;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24013.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24014.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24015.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24016.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
WSW3511OCF200;1;"DSF(F08) Wkręt WSW 3,5x11 OC/F (200) zb.10";10.76;23%;szt.;"ŚRUBY I WKRĘTY > WSW wkręt samowiercący do blach";5907418872562;Starfix;PLN;0.00;25.94.11.0;0.18;;0;"DSF(F08) Wkręt WSW 3,5x11 OC/F (200) zb.10";"Do łączenia cienkich blach, max przewiercalność do 1,5 mm grubości.";10.76;10.76;;;;0.00;1;;0;auto;;;;;;;0;0;;;;;;;;0.0000;0.0000;0.0000
WSW3595OCF200;0;"DSF(F08) Wkręt WSW 3,5 x9,5 OC/F (200) zb.10";6.80;23%;szt.;"ŚRUBY I WKRĘTY > WSW wkręt samowiercący do blach";5907418872579;Starfix;PLN;0.00;25.94.11.0;0.22;;0;"DSF(F08) Wkręt WSW 3,5 x9,5 OC/F (200) zb.10";"Do łączenia cienkich blach, max przewiercalność do 1,5 mm grubości.";6.80;6.80;;;;0.00;0;;0;auto;;;;;;;0;0;;;;;;;;0.0000;0.0000;0.0000
WSW3511CZF100;1;"DSF(F08) Wkręt WSW 3,5x11 CZ/F (100) zb.20";5.60;23%;szt.;"ŚRUBY I WKRĘTY > WSW wkręt samowiercący do blach";5907418871886;Starfix;PLN;0.00;25.94.11.0;0.09;;0;"DSF(F08) Wkręt WSW 3,5x11 CZ/F (100) zb.20";"Do łączenia cienkich blach, max przewiercalność do 1,5 mm grubości.";5.60;5.60;;;;0.00;599;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24017.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24018.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24019.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24020.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
WSW3511OCF100;0;"DSF(F08) Wkręt WSW 3,5x11 OC/F (100) zb.20";5.60;23%;szt.;"ŚRUBY I WKRĘTY > WSW wkręt samowiercący do blach";5907418863669;Starfix;PLN;0.00;25.94.11.0;0.09;;0;"DSF(F08) Wkręt WSW 3,5x11 OC/F (100) zb.20";"Do łączenia cienkich blach, max przewiercalność do 1,5 mm grubości.";5.60;5.60;;;;0.00;0;;0;auto;;;;;;;0;0;;;;;;;;0.0000;0.0000;0.0000
WSW3595OCF100;0;"DSF(F08) Wkręt WSW 3,5 x 9,5 OC/F (100) zb.20";3.61;23%;szt.;"ŚRUBY I WKRĘTY > WSW wkręt samowiercący do blach";5907418863652;Starfix;PLN;0.00;25.94.11.0;0.1;;0;"DSF(F08) Wkręt WSW 3,5 x 9,5 OC/F (100) zb.20";"Do łączenia cienkich blach, max przewiercalność do 1,5 mm grubości.";3.61;3.61;;;;0.00;0;;0;auto;;;;;;;0;0;;;;;;;;0.0000;0.0000;0.0000
GS3525F;0;"DSF(F06) Wkręt GS 3,5 x 25/F (200) zb.25";9.40;23%;szt.;"ŚRUBY I WKRĘTY > GS wkręt fosfatyzowany samoweircący do blach";5904259637305;Starfix;PLN;0.00;25.94.11.0;0.26;;0;"DSF(F06) Wkręt GS 3,5 x 25/F (200) zb.25";"Do łączenia płyt kartonowogipsowych z konstrukcją STALOWĄ.";9.40;9.40;;;;0.00;0;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24021.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24022.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24023.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24024.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
GS3535F;1;"DSF(F06) Wkręt GS 3,5 x 35/F (200) zb.16";12.11;23%;szt.;"ŚRUBY I WKRĘTY > GS wkręt fosfatyzowany samoweircący do blach";5904259637312;Starfix;PLN;0.00;25.94.11.0;0.39;;0;"DSF(F06) Wkręt GS 3,5 x 35/F (200) zb.16";"Do łączenia płyt kartonowogipsowych z konstrukcją STALOWĄ.";12.11;12.11;;;;0.00;175;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24025.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24026.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24027.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24028.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
D3525F;1;"DSF(F02) Wkręt st. D 3,5 x 25/F (200) zb.25";7.55;23%;szt.;"ŚRUBY I WKRĘTY > D wkręt fosfatyzowany do drewna";5904259637381;Starfix;PLN;0.00;25.94.11.0;0.26;;0;"DSF(F02) Wkręt st. D 3,5 x 25/F (200) zb.25";"Do łączenia płyt kartonowogipsowych z konstrukcją DREWNIANĄ.";7.55;7.55;;;;0.00;853;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24029.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24030.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24031.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24032.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
D3535F;1;"DSF(F02) Wkręt st. D 3,5 x 35/F (200) zb.16";10.17;23%;szt.;"ŚRUBY I WKRĘTY > D wkręt fosfatyzowany do drewna";5904259637398;Starfix;PLN;0.00;25.94.11.0;0.38;;0;"DSF(F02) Wkręt st. D 3,5 x 35/F (200) zb.16";"Do łączenia płyt kartonowogipsowych z konstrukcją DREWNIANĄ.";10.17;10.17;;;;0.00;912;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24033.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24034.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24035.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24036.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
D3555F;1;"DSF(F02) Wkręt st. D 3,5 x 55/F (100) zb.16";7.41;23%;szt.;"ŚRUBY I WKRĘTY > D wkręt fosfatyzowany do drewna";5904259637411;Starfix;PLN;0.00;25.94.11.0;0.27;;0;"DSF(F02) Wkręt st. D 3,5 x 55/F (100) zb.16";"Do łączenia płyt kartonowogipsowych z konstrukcją DREWNIANĄ.";7.41;7.41;;;;0.00;300;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24037.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24038.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24039.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24040.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
D4290F;0;"DSF(F02) Wkręt st. D 4,2 x 90/F ( 50) zb.16";7.06;23%;szt.;"ŚRUBY I WKRĘTY > D wkręt fosfatyzowany do drewna";5904259636926;Starfix;PLN;0.00;25.94.11.0;0.28;;0;"DSF(F02) Wkręt st. D 4,2 x 90/F ( 50) zb.16";"Do łączenia płyt kartonowogipsowych z konstrukcją DREWNIANĄ.";7.06;7.06;;;;0.00;0;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24041.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24042.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24043.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24044.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
M3525F;1;"DSF(F04) Wkręt st. M 3,5 x 25/F (200) zb.25";7.55;23%;szt.;"ŚRUBY I WKRĘTY > M wkręt fosfatyzowany do metalu";5904259637435;Starfix;PLN;0.00;25.94.11.0;0.26;;0;"DSF(F04) Wkręt st. M 3,5 x 25/F (200) zb.25";"Do łączenia płyt kartonowogipsowych z konstrukcją STALOWĄ.";7.55;7.55;;;;0.00;878;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24045.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24046.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24047.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24048.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
M3535F;1;"DSF(F04) Wkręt st. M 3,5 x 35/F (200) zb.16";10.17;23%;szt.;"ŚRUBY I WKRĘTY > M wkręt fosfatyzowany do metalu";5904259637442;Starfix;PLN;0.00;25.94.11.0;0.36;;0;"DSF(F04) Wkręt st. M 3,5 x 35/F (200) zb.16";"Do łączenia płyt kartonowogipsowych z konstrukcją STALOWĄ.";10.17;10.17;;;;0.00;588;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24049.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24050.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24051.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24052.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
M3555F;1;"DSF(F04) Wkręt st. M 3,5 x 55/F (100) zb.16";12.08;23%;szt.;"ŚRUBY I WKRĘTY > M wkręt fosfatyzowany do metalu";5904259637466;Starfix;PLN;0.00;25.94.11.0;0.26;;0;"DSF(F04) Wkręt st. M 3,5 x 55/F (100) zb.16";"Do łączenia płyt kartonowogipsowych z konstrukcją STALOWĄ.";12.08;12.08;;;;0.00;36;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24053.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24054.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24055.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24056.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
M4290F;1;"DSF(F04) Wkręt st. M 4,2 x 90/F ( 50) zb.16";7.06;23%;szt.;"ŚRUBY I WKRĘTY > M wkręt fosfatyzowany do metalu";5904259637015;Starfix;PLN;0.00;25.94.11.0;0.28;;0;"DSF(F04) Wkręt st. M 4,2 x 90/F ( 50) zb.16";"Do łączenia płyt kartonowogipsowych z konstrukcją STALOWĄ.";7.06;7.06;;;;0.00;562;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24057.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24058.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24059.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24060.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
M48100F;0;"DSF(F04) Wkręt st. M 4,8 x100/F ( 40) zb.16";10.21;23%;szt.;"ŚRUBY I WKRĘTY > M wkręt fosfatyzowany do metalu";5904259637022;Starfix;PLN;0.00;25.94.11.0;0.36;;0;"DSF(F04) Wkręt st. M 4,8 x100/F ( 40) zb.16";"Do łączenia płyt kartonowogipsowych z konstrukcją STALOWĄ.";10.21;10.21;;;;0.00;0;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24061.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24062.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24063.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24064.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
MLS438F;0;"H. Fol. Kołek   MLS  4 x 38/F (3)";5.45;23%;szt.;"INNE ŁĄCZNIKI METALOWE > MLS molly z hakiem sufitowym";5907418860088;Starfix;PLN;0.00;25.94.11.0;0.04;;0;"H. Fol. Kołek   MLS  4 x 38/F (3)";"Do mocowania drobnych elementów w płytach kartonowo-gipsowych.";5.45;5.45;;;;0.00;0;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24065.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24066.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24067.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24068.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
KRM624F;1;"H. Fol. Kołek  KRM  6x24/F (50)";35.27;23%;szt.;WYPRZEDAŻ;5907418871763;Starfix;PLN;0.00;;0.21;;0;"H. Fol. Kołek  KRM  6x24/F (50)";"Służy do mocowania śrub z gwintem metrycznym w podłożu muru.";35.27;35.27;;;;0.00;21;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24069.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24070.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
KRM1240F;1;"H. Fol. Kołek  KRM 12x40/F (50)";202.06;23%;szt.;WYPRZEDAŻ;5907418871794;Starfix;PLN;0.00;;1.2;;0;"H. Fol. Kołek  KRM 12x40/F (50)";"Służy do mocowania śrub z gwintem metrycznym w podłożu muru.";202.06;202.06;;;;0.00;3;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24071.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24072.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
KSO475F;1;"H. Fol. Kotwa KSO 4 x 75/F (2)";5.30;23%;szt.;"INNE ŁĄCZNIKI METALOWE > KS";5907418860149;Starfix;PLN;0.00;25.94.11.0;0.04;;0;"H. Fol. Kotwa KSO 4 x 75/F (2)";"Do mocowania drobnych elementów w płytach kartonowo-gipsowych.";5.30;5.30;;;;0.00;53;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24073.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24074.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24075.jpg;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24076.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
WCF;1;"ASF(B06) Kołek wkręc. WC/F (8zb)";3.19;23%;szt.;"ŁĄCZNIKI OGÓLNEGO ZASTOSOWANIA > WC do mocowania toalety";5904259637077;Starfix;PLN;0.00;25.94.11.0;0.04;;0;"ASF(B06) Kołek wkręc. WC/F (8zb)";"Łącznik do mocowania toalety z rozetą amortyzująco-maskującą.";3.19;3.19;;;;0.00;180;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24077.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24078.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24079.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24080.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
EPDM14F;1;"DSF(G02) Podkładka EPDM 14/F (25) zb.8";4.98;23%;szt.;"PODKŁADKI > EPDM podkładka z łbem talerzykowym";5907418864420;Starfix;PLN;0.00;22.19.73.0;0.04;;0;"DSF(G02) Podkładka EPDM 14/F (25) zb.8";"Do uszczelniania połączeń pomiędzy blachą a główką wkręta, zapobiegając przedostawaniu się wody.";4.98;4.98;;;;0.00;253;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24081.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24082.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24083.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24084.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
EPDM16F;1;"DSF(G02) Podkładka EPDM 16/F (23) zb.8";4.98;23%;szt.;"PODKŁADKI > EPDM podkładka z łbem talerzykowym";5907418864437;Starfix;PLN;0.00;22.19.73.0;0.04;;0;"DSF(G02) Podkładka EPDM 16/F (23) zb.8";"Do uszczelniania połączeń pomiędzy blachą a główką wkręta, zapobiegając przedostawaniu się wody.";4.98;4.98;;;;0.00;50;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24085.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24086.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24087.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24088.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
EPDM19F;1;"DSF(G02) Podkładka EPDM 19/F (17) zb.8";4.98;23%;szt.;"PODKŁADKI > EPDM podkładka z łbem talerzykowym";5907418864444;Starfix;PLN;0.00;22.19.73.0;0.05;;0;"DSF(G02) Podkładka EPDM 19/F (17) zb.8";"Do uszczelniania połączeń pomiędzy blachą a główką wkręta, zapobiegając przedostawaniu się wody.";4.98;4.98;;;;0.00;230;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24089.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24090.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24091.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24092.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
U100F;1;"ASF(B06) Kołek wkręc. Umywalka U 100/F (8/wor)";5.24;23%;szt.;"ŁĄCZNIKI OGÓLNEGO ZASTOSOWANIA > U do mocowania umywalki";5904259637084;Starfix;PLN;0.00;25.94.11.0;0.08;;0;"ASF(B06) Kołek wkręc. Umywalka U 100/F (8/wor)";"Łącznik do mocowania umywalki. Specjalna podkładka mimośrodowa służy do poziomowania montowanej umywalki.";5.24;5.24;;;;0.00;145;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24093.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24094.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24095.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24096.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
U120F;1;"ASF(B06) Kołek wkręc. Umywalka U 120/F (8/wor)";5.56;23%;szt.;"ŁĄCZNIKI OGÓLNEGO ZASTOSOWANIA > U do mocowania umywalki";5904259637091;Starfix;PLN;0.00;25.94.11.0;0.1;;0;"ASF(B06) Kołek wkręc. Umywalka U 120/F (8/wor)";"Łącznik do mocowania umywalki. Specjalna podkładka mimośrodowa służy do poziomowania montowanej umywalki.";5.56;5.56;;;;0.00;584;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24097.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24098.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24099.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24100.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
U140F;1;"ASF(B06) Kołek wkręc. Umywalka U 140/F (8/wor)";6.56;23%;szt.;"ŁĄCZNIKI OGÓLNEGO ZASTOSOWANIA > U do mocowania umywalki";5904259637107;Starfix;PLN;0.00;25.94.11.0;0.11;;0;"ASF(B06) Kołek wkręc. Umywalka U 140/F (8/wor)";"Łącznik do mocowania umywalki. Specjalna podkładka mimośrodowa służy do poziomowania montowanej umywalki.";6.56;6.56;;;;0.00;257;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24101.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24102.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24103.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24104.jpg;0;0;;;;;;;;0.0000;0.0000;0.0000
